symbol,date,open,close,high,low,volume
AAPL,2022-05-10 00:15:00,151.88,151.912,152,151.82,16923
AAPL,2022-05-10 00:20:00,151.99,151.95,152,151.9,-94142
AAPL,2022-05-10 00:25:00,151.94,151.84,151.98,151.82,5832
AAPL,2022-05-10 00:30:00,151.83,151.81,152.06,151.8,359206
AAPL,2022-05-10 00:35:00,151.82,151.81,151.85,151.76,12905
AAPL,2022-05-10 00:40:00,151.8,151.91,151.91,151.7,14708
AAPL,2022-05-10 00:45:00,151.9,151.81,151.98,151.72,9034
AAPL,2022-05-10 00:50:00,151.76,151.81,151.9,151.73,12819
AAPL,2022-05-10 00:55:00,151.83,151.925,151.95,151.769,5709
AAPL,2022-05-10 01:00:00,151.99,152.32,152.67,151.99,44998
AAPL,2022-05-10 01:05:00,152.33,152.185,152.39,152.1,5222
AAPL,2022-05-10 01:10:00,152.19,152.18,152.28,152.01,8541
AAPL,2022-05-10 01:15:00,152.2,152.28,152.355,152.15,9424
AAPL,2022-05-10 01:20:00,152.29,152.28,152.31,152.21,4378
AAPL,2022-05-10 01:25:00,152.3,152.35,152.4,152.26,4990
AAPL,2022-05-10 01:30:00,152.3,152.57,152.67,152.26,7238
AAPL,2022-05-10 01:35:00,152.59,152.48,152.67,152.48,8054
AAPL,2022-05-10 01:40:00,152.44,152.52,152.6,152.4,2991
AAPL,2022-05-10 01:45:00,152.54,152.6,152.6,152.45,1752
AAPL,2022-05-10 01:50:00,152.65,152.525,152.65,152.45,4058
AAPL,2022-05-10 01:55:00,152.55,152.6,152.6,152.5,6477
AAPL,2022-05-10 02:00:00,152.56,152.58,152.65,152.51,6619
AAPL,2022-05-10 02:05:00,152.6,152.67,152.67,152.5,10356
AAPL,2022-05-10 02:10:00,152.605,152.49,152.66,152.43,2767
AAPL,2022-05-10 02:15:00,152.51,152.27,152.51,152.2,12889
AAPL,2022-05-10 02:20:00,152.3,152.33,152.38,152.25,4192
AAPL,2022-05-10 02:25:00,152.305,152.36,152.36,152.2,6815
AAPL,2022-05-10 02:30:00,152.33,152.4,152.49,152.33,3800
AAPL,2022-05-10 02:35:00,152.375,152.33,152.46,152.32,3052
AAPL,2022-05-10 02:40:00,152.37,152.36,152.485,152.3,13094
AAPL,2022-05-10 02:45:00,152.35,152.36,152.44,152.3,3089
AAPL,2022-05-10 02:50:00,152.33,152.35,152.49,152.3,7684
AAPL,2022-05-10 02:55:00,152.405,152.65,152.75,152.32,33158
AAPL,2022-05-10 11:00:00,153.68,154,154.08,153.68,-131559427
AAPL,2022-05-10 11:05:00,154.09,154.24,154.28,153.85,12988
AAPL,2022-05-10 11:10:00,154.19,154.18,154.3,154.17,4329
AAPL,2022-05-10 11:15:00,154.12,154.25,154.3,154.1,9983
AAPL,2022-05-10 11:20:00,154.3,154.59,154.62,154.25,19958
AAPL,2022-05-10 11:25:00,154.61,154.64,154.66,154.5,10091
AAPL,2022-05-10 11:30:00,154.66,154.7,154.77,154.62,5373
AAPL,2022-05-10 11:35:00,154.67,154.62,154.87,154.6,5857
AAPL,2022-05-10 11:40:00,154.71,154.62,154.71,154.47,12309
AAPL,2022-05-10 11:45:00,154.63,154.61,154.68,154.56,2709
AAPL,2022-05-10 11:50:00,154.65,154.27,154.65,154.27,9817
AAPL,2022-05-10 11:55:00,154.28,154.4,154.46,154.09,9921
AAPL,2022-05-10 12:00:00,154.41,154.32,154.45,154.23,7040
AAPL,2022-05-10 12:05:00,154.31,154.48,154.48,154.3,2788
AAPL,2022-05-10 12:10:00,154.45,154.48,154.48,154.4,8340
AAPL,2022-05-10 12:15:00,154.47,154.34,154.5,154.32,2940
AAPL,2022-05-10 12:20:00,154.37,154.37,154.41,154.21,2463
AAPL,2022-05-10 12:25:00,154.34,154.34,154.38,154.3,468
AAPL,2022-05-10 12:30:00,154.37,154.39,154.41,154.34,532
AAPL,2022-05-10 12:35:00,154.38,154.5,154.53,154.32,8791
AAPL,2022-05-10 12:40:00,154.53,154.44,154.69,154.3,5727
AAPL,2022-05-10 12:45:00,154.45,154.25,154.45,154.15,2957
AAPL,2022-05-10 12:50:00,154.23,153.84,154.28,153.84,2713
AAPL,2022-05-10 12:55:00,153.85,153.6,154.02,153.55,14644
AAPL,2022-05-10 13:00:00,153.73,153.57,153.77,153.57,2735
AAPL,2022-05-10 13:05:00,153.56,153.72,153.97,153.56,5394
AAPL,2022-05-10 13:10:00,153.73,153.83,153.85,153.71,668
AAPL,2022-05-10 13:15:00,153.84,153.6,153.85,153.4,20107
AAPL,2022-05-10 13:20:00,153.53,153.71,153.71,153.52,15048
AAPL,2022-05-10 13:25:00,153.66,153.6,153.7,153.56,21186
AAPL,2022-05-10 13:30:00,153.65,153.72,153.72,153.64,1808
AAPL,2022-05-10 13:35:00,153.71,153.85,153.95,153.71,5665
AAPL,2022-05-10 13:40:00,153.83,153.9,153.92,153.83,1256
AAPL,2022-05-10 13:45:00,153.89,153.72,153.98,153.7,4300
AAPL,2022-05-10 13:50:00,153.7,153.54,153.81,153.54,5008
AAPL,2022-05-10 13:55:00,153.63,153.5,153.63,153.45,5638
AAPL,2022-05-10 14:00:00,153.42,153.35,153.59,153.32,21982
AAPL,2022-05-10 14:05:00,153.37,153.55,153.56,153.28,14603
AAPL,2022-05-10 14:10:00,153.57,153.55,153.59,153.45,7639
AAPL,2022-05-10 14:15:00,153.52,153.22,153.55,153.21,7410
AAPL,2022-05-10 14:20:00,153.24,153.34,153.4,153.19,5666
AAPL,2022-05-10 14:25:00,153.32,153.51,153.51,153.22,13115
AAPL,2022-05-10 14:30:00,153.5,153.68,153.72,153.4,5924
AAPL,2022-05-10 14:35:00,153.67,153.6,153.71,153.59,12554
AAPL,2022-05-10 14:40:00,153.65,153.45,153.72,153.45,16446
AAPL,2022-05-10 14:45:00,153.48,153.7,153.72,153.29,23244
AAPL,2022-05-10 14:50:00,153.64,153.5,153.7,153.5,8170
AAPL,2022-05-10 14:55:00,153.45,153.76,153.78,153.4,16562
AAPL,2022-05-10 15:00:00,153.54,154.11,154.669,153.2,2606270
AAPL,2022-05-10 15:05:00,154.1,154.49,154.58,154.04,96189
AAPL,2022-05-10 15:10:00,154.47,154.42,154.58,154.33,40815
AAPL,2022-05-10 15:15:00,154.36,154.64,154.66,154.25,52590
AAPL,2022-05-10 15:20:00,154.52,154.47,154.72,154.44,42942
AAPL,2022-05-10 15:25:00,154.45,154.45,154.51,154.36,15560
AAPL,2022-05-10 15:30:00,154.41,154.57,154.75,154.35,38958
AAPL,2022-05-10 15:35:00,154.6,155.049,155.049,154.56,101284
AAPL,2022-05-10 15:40:00,155.02,154.78,155.05,154.77,57306
AAPL,2022-05-10 15:45:00,154.76,154.75,154.8,154.6,30612
AAPL,2022-05-10 15:50:00,154.76,155.19,155.24,154.65,65027
AAPL,2022-05-10 15:55:00,155.239,155.58,155.83,155.16,141398
AAPL,2022-05-10 16:00:00,155.52,155.895,155.99,155.5,102839
AAPL,2022-05-10 16:05:00,155.96,155.66,156,155.6,342359
AAPL,2022-05-10 16:10:00,155.65,155.67,155.95,155.65,57053
AAPL,2022-05-10 16:15:00,155.72,155.26,155.75,155.22,74409
AAPL,2022-05-10 16:20:00,155.25,155.23,155.3,155.16,72570
AAPL,2022-05-10 16:25:00,155.01,155.5,155.57,155,138586
AAPL,2022-05-10 16:30:00,155.69,155.965,156.519,155.59,4775213
AAPL,2022-05-10 16:35:00,155.9,155.88,156.2,155.51,2488291
AAPL,2022-05-10 16:40:00,155.9,155.185,155.921,155.12,2202798
AAPL,2022-05-10 16:45:00,155.16,154.66,155.16,154.53,2229754
AAPL,2022-05-10 16:50:00,154.68,154.625,154.782,154.14,2559056
AAPL,2022-05-10 16:55:00,154.67,155.78,155.83,154.623,1924367
AAPL,2022-05-10 17:00:00,155.77,156.14,156.24,155.651,1789986
AAPL,2022-05-10 17:05:00,156.17,155.93,156.37,155.87,1503459
AAPL,2022-05-10 17:10:00,155.95,155.6,156.11,155.46,1426280
AAPL,2022-05-10 17:15:00,155.62,156.1,156.381,155.62,1713421
AAPL,2022-05-10 17:20:00,156.089,155.65,156.19,155.36,1469037
AAPL,2022-05-10 17:25:00,155.61,155.4,155.8,155.18,1268261
AAPL,2022-05-10 17:30:00,155.398,155.3,155.577,155.1,1224441
AAPL,2022-05-10 17:35:00,155.34,155.04,155.43,154.96,1060862
AAPL,2022-05-10 17:40:00,155.06,155.34,155.34,154.67,1621936
AAPL,2022-05-10 17:45:00,155.3,154.39,155.32,154.24,1163118
AAPL,2022-05-10 17:50:00,154.38,154.56,154.701,153.97,1487536
AAPL,2022-05-10 17:55:00,154.57,154.497,154.897,154.34,1061807
AAPL,2022-05-10 18:00:00,154.45,153.98,154.737,153.81,1307253
AAPL,2022-05-10 18:05:00,154.03,153.35,154.03,153.275,1321487
AAPL,2022-05-10 18:10:00,153.32,153.29,153.65,153.15,1592654
AAPL,2022-05-10 18:15:00,153.27,153.931,153.95,153.16,1529281
AAPL,2022-05-10 18:20:00,153.94,153.47,154.028,153.43,1189935
AAPL,2022-05-10 18:25:00,153.47,153.72,153.76,153.115,1065546
AAPL,2022-05-10 18:30:00,153.67,153.51,153.8,153.05,1161879
AAPL,2022-05-10 18:35:00,153.55,154.275,154.43,153.41,1328772
AAPL,2022-05-10 18:40:00,154.31,154.238,154.53,153.99,1025468
AAPL,2022-05-10 18:45:00,154.23,153.85,154.24,153.699,772490
AAPL,2022-05-10 18:50:00,153.82,153.79,153.94,153.38,738930
AAPL,2022-05-10 18:55:00,153.84,153.76,154,153.2,897521
AAPL,2022-05-10 19:00:00,153.785,154.24,154.325,153.49,2307650
AAPL,2022-05-10 19:05:00,154.26,153.526,154.286,153.48,763468
AAPL,2022-05-10 19:10:00,153.52,153.74,154.07,153.43,843915
AAPL,2022-05-10 19:15:00,153.71,153.74,154.14,153.655,756189
AAPL,2022-05-10 19:20:00,153.72,153.77,153.96,153.56,664435
AAPL,2022-05-10 19:25:00,153.755,153.75,154.11,153.625,759475
AAPL,2022-05-10 19:30:00,153.72,153.265,153.97,152.98,1131301
AAPL,2022-05-10 19:35:00,153.23,153.205,153.59,153.15,770388
AAPL,2022-05-10 19:40:00,153.15,153.69,153.79,153.09,779670
AAPL,2022-05-10 19:45:00,153.705,153.92,154.197,153.6,1156452
AAPL,2022-05-10 19:50:00,153.91,153.4,153.95,153.33,716370
AAPL,2022-05-10 19:55:00,153.38,153.36,153.62,153.26,614554
AAPL,2022-05-10 20:00:00,153.4,153.85,153.93,153.25,1049170
AAPL,2022-05-10 20:05:00,153.87,154.05,154.18,153.84,886319
AAPL,2022-05-10 20:10:00,154.01,154.01,154.06,153.73,632386
AAPL,2022-05-10 20:15:00,154.02,153.691,154.12,153.55,803771
AAPL,2022-05-10 20:20:00,153.73,153.76,154.02,153.48,916982
AAPL,2022-05-10 20:25:00,153.91,154.64,154.645,153.82,1056479
AAPL,2022-05-10 20:30:00,154.69,155.22,155.28,154.69,1099427
AAPL,2022-05-10 20:35:00,155.23,155.655,155.695,155.22,1318072
AAPL,2022-05-10 20:40:00,155.67,156,156.26,155.58,1570777
AAPL,2022-05-10 20:45:00,156.015,156.54,156.54,155.91,1548218
AAPL,2022-05-10 20:50:00,156.55,156.43,156.58,156.16,1048692
AAPL,2022-05-10 20:55:00,156.5,156.695,156.73,156.36,1050149
AAPL,2022-05-10 21:00:00,156.716,156.533,156.72,156.39,967530
AAPL,2022-05-10 21:05:00,156.56,156.22,156.61,156.01,989413
AAPL,2022-05-10 21:10:00,156.24,156.6,156.7,156.24,1153395
AAPL,2022-05-10 21:15:00,156.54,156.13,156.613,155.66,1231719
AAPL,2022-05-10 21:20:00,156.13,155.89,156.32,155.74,855072
AAPL,2022-05-10 21:25:00,155.93,155.535,155.96,155.23,1018971
AAPL,2022-05-10 21:30:00,155.545,155.68,155.716,155.342,810337
AAPL,2022-05-10 21:35:00,155.65,155.71,155.95,155.61,874053
AAPL,2022-05-10 21:40:00,155.7,156.227,156.32,155.44,1452722
AAPL,2022-05-10 21:45:00,156.2,156,156.25,155.52,833014
AAPL,2022-05-10 21:50:00,155.94,156.193,156.24,155.84,923133
AAPL,2022-05-10 21:55:00,156.21,156.06,156.258,155.63,881650
AAPL,2022-05-10 22:00:00,156.11,156.09,156.26,155.78,1089371
AAPL,2022-05-10 22:05:00,156.13,156.06,156.62,155.93,1173397
AAPL,2022-05-10 22:10:00,156.1,156.03,156.22,155.795,1268778
AAPL,2022-05-10 22:15:00,156.04,156.005,156.283,155.71,925277
AAPL,2022-05-10 22:20:00,156,155.48,156.066,155.39,936008
AAPL,2022-05-10 22:25:00,155.51,155.19,155.56,155.05,967780
AAPL,2022-05-10 22:30:00,155.2,155.111,155.21,154.78,1093051
AAPL,2022-05-10 22:35:00,155.1,154.55,155.16,154.34,1168799
AAPL,2022-05-10 22:40:00,154.5,154.37,154.66,154.31,1133975
AAPL,2022-05-10 22:45:00,154.39,154.582,154.93,154.27,1385463
AAPL,2022-05-10 22:50:00,154.38,154.44,154.57,154.04,1903339
AAPL,2022-05-10 22:55:00,154.55,154.5,154.8,154.26,2350382
AAPL,2022-05-10 23:00:00,154.49,154.12,154.65,154.1,11193967
AAPL,2022-05-10 23:05:00,154.2,154.55,154.627,154.16,223882
AAPL,2022-05-10 23:10:00,154.54,154.31,154.62,154.26,277560
AAPL,2022-05-10 23:15:00,154.492,154.42,154.51,154.31,13199
AAPL,2022-05-10 23:20:00,154.38,154.42,154.48,154.35,7310
AAPL,2022-05-10 23:25:00,154.405,154.36,154.45,154.26,2577
AAPL,2022-05-10 23:30:00,154.37,154.252,154.51,154.23,306008
AAPL,2022-05-10 23:35:00,154.3,154.12,154.35,154.1,17380
AAPL,2022-05-10 23:40:00,154.185,154.14,154.25,154.08,5422
AAPL,2022-05-10 23:45:00,154.12,154.11,154.25,154.05,9592
AAPL,2022-05-10 23:50:00,154.145,154.2,154.51,154.11,43909
AAPL,2022-05-10 23:55:00,154.15,154.17,154.2,154.11,2506
AAPL,2022-05-11 00:00:00,154.19,154.15,154.2,154.1,4903
AAPL,2022-05-11 00:05:00,154.16,154.15,154.2,154.08,2091
AAPL,2022-05-11 00:10:00,154.17,154.065,154.2,154.03,8316
AAPL,2022-05-11 00:15:00,154.055,154.02,154.1,154.02,7266
AAPL,2022-05-11 00:20:00,154.05,154.1,154.19,154.04,9770
AAPL,2022-05-11 00:25:00,154.12,154.15,154.19,154.08,1954
AAPL,2022-05-11 00:30:00,154.08,154.08,154.2,154.08,1825
AAPL,2022-05-11 00:35:00,154.15,154.1,154.51,154.08,52985
AAPL,2022-05-11 00:40:00,154.15,154.15,154.15,154.09,1427
AAPL,2022-05-11 00:45:00,154.125,154.17,154.2,154,16199
AAPL,2022-05-11 00:50:00,154.15,154.135,154.18,154.04,1727
AAPL,2022-05-11 00:55:00,154.17,154.212,154.325,154.09,16252
AAPL,2022-05-11 01:00:00,154.15,154.43,154.49,154.11,10842
AAPL,2022-05-11 01:05:00,154.38,154.35,154.48,154.3,5033
AAPL,2022-05-11 01:10:00,154.375,154.37,154.43,154.32,1326
AAPL,2022-05-11 01:15:00,154.375,154.3,154.405,154.3,1153
AAPL,2022-05-11 01:20:00,154.33,154.41,154.43,154.33,2401
AAPL,2022-05-11 01:25:00,154.43,154.39,154.45,154.32,2191
AAPL,2022-05-11 01:30:00,154.34,154.36,154.42,154.21,747
AAPL,2022-05-11 01:35:00,154.315,154.32,154.37,154.27,501
AAPL,2022-05-11 01:40:00,154.37,154.325,154.45,154.26,2395
AAPL,2022-05-11 01:45:00,154.3,154.47,154.48,154.3,3001
AAPL,2022-05-11 01:50:00,154.45,154.43,154.48,154.38,2581
AAPL,2022-05-11 01:55:00,154.38,154.53,154.55,154.365,4012
AAPL,2022-05-11 02:00:00,154.51,154.47,154.55,154.38,4821
AAPL,2022-05-11 02:05:00,154.48,154.7,154.7,154.48,3408
AAPL,2022-05-11 02:10:00,154.64,154.68,154.705,154.625,3402
